ID,POSITIVE,NEGATIVE
416,"ਜੇ ਤੁਸੀਂ ਪੂਰੀ ਤਰ੍ਹਾਂ ਬਦਲ ਕੇ ਇਸ ਜਗ੍ਹਾ ਵਿਚੋਂ ਬਾਹਰ ਨਿਕਲਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਹੇ ਹੋ, ਤਾਂ ਇਹ ਸਹੀ ਜਗ੍ਹਾ ਹੈ!","ਜੇ ਤੁਸੀਂ ਪੂਰੀ ਤਰ੍ਹਾਂ ਬਦਲ ਕੇ ਇਸ ਜਗ੍ਹਾ ਵਿਚੋਂ ਬਾਹਰ ਨਿਕਲਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਹੇ ਹੋ, ਤਾਂ ਇਸਨੂੰ ਨਜ਼ਰਅੰਦਾਜ਼ ਕਰੋ!"
417,ਉਸਨੇ ਇੱਕ ਵੱਡਾ ਰੰਗ ਚੁਣਿਆ ਜੋ ਮੇਰੀ ਚਮੜੀ ਨਾਲ ਵੀ ਸ਼ਾਨਦਾਰ ਦਿਖਾਈ ਦਿੰਦਾ ਹੈ।,ਉਸਨੇ ਇੱਕ ਬੁਰਾ ਰੰਗ ਚੁਣਿਆ ਜੋ ਮੇਰੀ ਚਮੜੀ ਨਾਲ ਵੀ ਬਹੁਤ ਘਟੀਆ ਲਗਦਾ ਹੈ
418,ਖੇਡਾਂ ਨੂੰ ਵੇਖਣ ਲਈ ਇਕ ਵਧੀਆ ਜਗ੍ਹਾ!,ਖੇਡਾਂ ਨੂੰ ਵੇਖਣ ਲਈ ਇਕ ਬੇਕਾਰ ਜਗ੍ਹਾ!
419,"ਈਸਟ ਸ਼ੈਂਡਲਰ ਵਿਚ ਇਹ ਪਿਆਰਾ ਛੋਟਾ ਪੀਜ਼ਾ, ਸਲਾਦ ਅਤੇ ਪਾਸਤਾ ਵਾਲੀ ਜਗ੍ਹਾ ਬਹੁਤ ਵਧੀਆ ਹੈ","ਈਸਟ ਸ਼ੈਂਡਲਰ ਵਿਚ ਇਹ ਪਿਆਰਾ ਛੋਟਾ ਪੀਜ਼ਾ, ਸਲਾਦ ਅਤੇ ਪਾਸਤਾ ਵਾਲੀ ਜਗ੍ਹਾ ਬਹੁਤ ਬੇਕਾਰ ਹੈ"
420,ਇਸ ਦੇ ਪਿੱਛੇ ਗਲੀ ਵਿਚਲੀ ਕਲਾ ਵੀ ਬਹੁਤ ਵਧੀਆ ਹੈ!,ਇਸ ਦੇ ਪਿੱਛੇ ਗਲੀ ਵਿਚਲੀ ਕਲਾ ਬਿਲਕੁਲ ਠੀਕ ਨਹੀਂ ਹੈ!
421,ਪਰ ਟਕਸਨ ਮੂਲ ਨਿਵਾਸੀ ਹੋਣ ਕਰਕੇ ਇਸ ਜਗ੍ਹਾ ਨੇ ਮੇਰੇ ਟੇਸਟਬਡਜ਼ ਦੀਆਂ ਯਾਦਾਂ ਤਾਜ਼ੀਆਂ ਕਰ ਦਿੱਤੀਆਂ,ਪਰ ਟਕਸਨ ਮੂਲ ਨਿਵਾਸੀ ਹੋਣ ਕਰਕੇ ਇਸ ਜਗ੍ਹਾ ਨੇ ਮੇਰੇ ਟੇਸਟਬਡਜ਼ ਨੂੰ ਸ਼ਰਮਿੰਦਾ ਕਰ ਦਿੱਤਾ
422,ਸਭ ਤੋਂ ਵਧੀਆ ਚਿਕਨ ਪਰਮੇਸਾਨ ਜਿਹੜਾ ਮੈਂ ਅੱਜ ਤੱਕ ਖਾਧਾ,ਸਭ ਤੋਂ ਭੈੜਾ ਚਿਕਨ ਪਰਮੇਸਾਨ ਜਿਹੜਾ ਮੈਂ ਅੱਜ ਤੱਕ ਖਾਧਾ
423,ਗਾਹਕ ਸੇਵਾ ਉਥੇ ਬਹੁਤ ਵਧੀਆ ਸੀ।,ਗਾਹਕ ਸੇਵਾ ਉਥੇ ਮਾੜੀ ਸੀ।
424,ਟੀਵੀ ਤੇ ​​ਖੇਡ ਨੂੰ ਦੇਖਣ ਲਈ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਮਿਲਣ ਲਈ ਮਜ਼ੇਦਾਰ ਜਗ੍ਹਾ,ਟੀਵੀ ਤੇ ​​ਖੇਡ ਨੂੰ ਦੇਖਣ ਲਈ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਮਿਲਣ ਲਈ ਸਭ ਤੋਂ ਘਟੀਆ ਜਗ੍ਹਾ
425,ਬਹੁਤ ਸੁਆਦੀ ਵਧੀਆ ​​ਚੀਨੀ ਖਾਣਾ!,ਬਹੁਤ ਹੀ ਬੇਕਾਰ ਚੀਨੀ ਖਾਣਾ!
426,ਚਿਪਸ ਅਤੇ ਗੁਆਕੈਮੋਲ ਵੀ ਸ਼ਾਨਦਾਰ ਸਨ!,ਚਿਪਸ ਅਤੇ ਗੁਆਕੈਮੋਲ ਚੰਗੇ ਚੰਗੇ ਨਹੀਂ ਸਨ।
427,ਇਹ ਜਗ੍ਹਾ ਸ਼ਾਨਦਾਰ ਹੈ ਜਿੱਥੇ ਤੁਸੀਂ ਅਸਲ ਵਿੱਚ ਬਾਹਰ ਬੈਠ ਸਕਦੇ ਹੋ।,"ਜਗ੍ਹਾ ਅਜੇ ਵੀ ਚੰਗੀ ਨਹੀਂ ਹੈ, ਚਾਹੇ ਤੁਸੀਂ ਬਾਹਰ ਵੀ ਬੈਠ ਜਾਓ"
428,ਇੱਕ ਖਰਾਬ ਦਿਨ ਤੋਂ ਬਾਅਦ ਕੁਝ ਬੀਅਰ ਪੀਣ ਲਈ ਇੱਕ ਬਹੁਤ ਵਧੀਆ ਛੋਟਾ ਸਥਾਨ।,ਇੱਕ ਖਰਾਬ ਦਿਨ ਤੋਂ ਬਾਅਦ ਕੁਝ ਬੀਅਰ ਪੀਣ ਲਈ ਇੱਕ ਚੰਗੀ ਜਗ੍ਹਾ ਨਹੀਂ
429,ਮੈਂ ਨਿਸ਼ਚਤ ਤੌਰ ਤੇ ਦੂਜਿਆਂ ਨੂੰ ਇਸ ਜਗ੍ਹਾ ਦੀ ਸਿਫਾਰਸ਼ ਕਰਦਾ ਹਾਂ!,ਮੈਂ ਨਿਸ਼ਚਤ ਤੌਰ ਤੇ ਦੂਜਿਆਂ ਨੂੰ ਇਸ ਜਗ੍ਹਾ ਦੀ ਸਿਫਾਰਸ਼ ਨਹੀਂ ਕਰਦਾ।
430,ਖੈਰ ਖਾਣਾ ਬਹੁਤ ਵਧੀਆ ਸੀ ਅਤੇ ਇਸ ਦੀ ਕੀਮਤ ਵੀ ਬਿਹਤਰ ਸੀ।,"ਖਾਣਾ ਚੰਗਾ ਨਹੀਂ ਸੀ, ਅਤੇ ਕੀਮਤ ਇਸ ਤੋਂ ਵੀ ਭੈੜੀ ਸੀ।"
431,ਮੈਂ ਵੀਲ ਕੈਰੋਲੀਨਾ ਦੇ ਵੇਟਰ ਦੀ ਸਲਾਹ ਲਈ ਅਤੇ ਇਹ ਬਹੁਤ ਵਧੀਆ ਸੀ!,ਮੈਂ ਵੀਲ ਕੈਰੋਲੀਨਾ ਦੇ ਵੇਟਰ ਦੀ ਵੇਟਰ ਦੀ ਸਲਾਹ ਲਈ ਅਤੇ ਇਹ ਬਹੁਤ ਬੇਕਾਰ ਸੀ!
432,ਬਹੁਤ ਚੰਗੇ ਸੌਦੇ ਅਤੇ ਬਹੁਤ ਦੋਸਤਾਨਾ ਸਟਾਫ।,ਬਹੁਤ ਭੈੜੇ ਸੌਦੇ ਅਤੇ ਬਹੁਤ ਹੀ ਮਿੱਤਰਤਾਪੂਰਣ ਸਟਾਫ।
433,ਉਨ੍ਹਾਂ ਦਾ ਲਾਜ਼ਾਨੀਆ ਖਾਧਾ ਅਤੇ ਇਹ ਸਭ ਤੋਂ ਵਧੀਆ ਹੈ।,ਉਨ੍ਹਾਂ ਦੀ ਲਾਸਗਨਾ ਦੀ ਕੋਸ਼ਿਸ਼ ਕੀਤੀ ਅਤੇ ਇਹ ਸਭ ਤੋਂ ਭੈੜਾ ਹੈ।
434,ਇਹ ਜਗ੍ਹਾ ਅਲੱਗ ਅਤੇ ਮਜ਼ੇਦਾਰ ਹੈ।,ਇਹ ਜਗ੍ਹਾ ਐਡੀ ਜਾਂ ਮਜ਼ੇਦਾਰ ਨਹੀਂ ਹੈ।
435,ਇੱਕ ਸ਼ੋਅ ਨੂੰ ਵੇਖਣ ਲਈ ਸ਼ਾਨਦਾਰ ਜਗ੍ਹਾ ਕਉਂਕਿ ਹਰ ਸੀਟ ਇੱਕ ਵਧੀਆ ਸੀਟ ਹੈ!,ਇੱਕ ਸ਼ੋਅ ਨੂੰ ਵੇਖਣ ਲਈ ਬੇਕਾਰ ਜਗ੍ਹਾ ਕਉਂਕਿ ਹਰ ਸੀਟ ਇੱਕ ਬੇਕਾਰ ਸੀਟ ਹੈ!
436,"ਉਹ ਬਿਲਕੁਲ ਸ਼ਾਨਦਾਰ ਸੀ ਅਤੇ ਉਸਨੇ ਜੋ ਕੀਤਾ, ਮੈਨੂੰ ਬਹੁਤ ਪਿਆਰਾ ਲੱਗਿਆ!","ਉਹ ਬਿਲਕੁਲ ਬੇਕਾਰ ਸੀ ਅਤੇ ਉਸਨੇ ਜੋ ਕੀਤਾ, ਮੈਨੂੰ ਬਹੁਤ ਬੁਰਾ ਲੱਗਿਆ!"
437,ਇੱਥੇ ਹੈਪੀ ਓਉਰ ਦੀ ਭੀੜ ਮੌਕੇ ਤੇ ਮਜ਼ੇਦਾਰ ਹੋ ਸਕਦੀ ਹੈ।,ਇੱਥੇ ਹੈਪੀ ਓਉਰ ਦੀ ਭੀੜ ਕਦੇ ਮਜ਼ੇਦਾਰ ਨਹੀਂ ਹੁੰਦੀ।
438,ਬਹੁਤ ਵਿਅਸਤ ਪਰ ਬਹੁਤ ਚੰਗੀ ਸੇਵਾ।,ਬਹੁਤ ਵਿਅਸਤ ਅਤੇ ਬਹੁਤ ਮਾੜੀ ਸੇਵਾ।
439,ਖਾਣ ਜਾਂ ਪੈਕ ਕਰਨ ਲਈ ਸਭ ਤੋਂ ਵਧੀਆ ਸੁਸ਼ੀ!,ਖਾਣ ਜਾਂ ਪੈਕ ਕਰਨ ਲਈ ਸਭ ਤੋਂ ਭੈੜੀ ਸੁਸ਼ੀ!
440,ਹਰ ਵਾਰ ਸ਼ੁਰੂ ਤੋਂ ਅਖੀਰ ਤੱਕ ਮੈਨੂੰ ਬਹੁਤ ਵਧੀਆ ਤਜਰਬਾ ਹੋਇਆ ਹੈ।,ਹਰ ਵਾਰ ਸ਼ੁਰੂ ਤੋਂ ਅਖੀਰ ਤੱਕ ਮੈਨੂੰ ਕੋਲ ਮਾੜਾ ਤਜਰਬਾ ਹੋਇਆ ਹੈ।
441,ਉਹ ਬਹੁਤ ਸਤਰਕ ਹੈ ਅਤੇ ਸੱਚਮੁੱਚ ਆਪਣੇ ਗ੍ਰਾਹਕਾਂ ਦੀ ਪਰਵਾਹ ਕਰਦਾ ਹੈ।,ਉਹ ਬਹੁਤ ਲਾਪਰਵਾਹ ਹੈ ਅਤੇ ਗਾਹਕਾਂ ਦੀ ਪਰਵਾਹ ਨਹੀਂ ਕਰਦਾ।
442,"ਨਾਲ ਹੀ ਉਸ ਕੋਲ ਸ਼ਾਨਦਾਰ ਕੀਮਤਾਂ ਹਨ, ਤੁਸੀਂ ਕਿਵੇਂ ਨਹੀਂ ਗਏ?","ਨਾਲ ਹੀ ਉਸ ਕੋਲ ਬਹੁਤ ਉੱਚੀਆਂ ਕੀਮਤਾਂ ਸਨ, ਤੁਸੀਂ ਕਿਵੇਂ ਜਾ ਸਕਦੇ ਹੋ?"
443,ਸਟਾਫ ਬਹੁਤ ਦੋਸਤਾਨਾ ਅਤੇ ਫੁਰਤੀਲਾ ਹੈ।,ਸਟਾਫ ਬੇਕਾਰ ਅਤੇ ਹੌਲੀ ਸੀ
444,ਸਾਰਿਆਂ ਨੂੰ ਉਸ ਥਿੰਦਿਆਈ ਦਾ ਸੁਆਦ ਆਇਆ ਜਿਸਨੂੰ ਬੀਅਰ ਖਤਮ ਕਰ ਦਿੱਤਾ।,ਸਾਰਿਆਂ ਨੂੰ ਉਸ ਬਿਮਾਰੀ ਭਰੀ ਥਿੰਦਿਆਈ ਦਾ ਸੁਆਦ ਆਇਆ ਜਿਸਨੂੰ ਬੀਅਰ ਵੀ ਖਤਮ ਨਾ ਕਰ ਸਕੀ
445,ਮੈਂ ਵਾਕ ਇਨ ਸੀ ਅਤੇ ਉਸੇ ਵੇਲੇ ਮਦਦ ਕੀਤੀ!,ਮੈਂ ਵਾਕ ਇਨ ਸੀ ਅਤੇ ਲੰਬੇ ਸਮੇਂ ਤੋਂ ਕਿਸੇ ਨੇ ਨਹੀਂ ਪੁੱਛਿਆ ਸੀ!
446,ਜੇ ਤੁਸੀਂ ਬਾਰ ਵਿਚ ਬੈਠ ਜਾਂਦੇ ਹੋ ਤਾਂ ਉਨ੍ਹਾਂ ਕੋਲ ਸ਼ਹਿਰ ਵਿਚ ਸਭ ਤੋਂ ਵਧੀਆ ਬਾਰਟੈਂਡਰ ਹੈ।,ਜੇ ਤੁਸੀਂ ਬਾਰ ਵਿਚ ਬੈਠਦੇ ਹੋ ਤਾਂ ਉਨ੍ਹਾਂ ਕੋਲ ਸ਼ਹਿਰ ਵਿਚ ਸਭ ਤੋਂ ਭੈੜਾ ਬਾਰਟੈਂਡਰ ਹੈ।
447,ਮੈਂ ਇਸ ਦੁਕਾਨ ਦੀ ਜ਼ੋਰਦਾਰ ਸਿਫਾਰਸ਼ ਕਰਦਾ ਹਾਂ।,ਮੈਂ ਇਸ ਦੁਕਾਨ ਦਾ ਸੁਝਾਅ ਨਹੀਂ ਦੇਵਾਂਗਾ
448,ਉਨ੍ਹਾਂ ਦਾ ਸਟਾਫ ਗਿਆਨਵਾਨ ਅਤੇ ਜਾਣਕਾਰੀ ਭਰਪੂਰ ਹੈ।,ਸਟਾਫ ਮੰਦਬੁੱਧੀ ਅਤੇ ਅਣਜਾਣ ਹੈ
449,ਇਹ ਵੇਖਣ ਅਤੇ ਅਜਮਾਉਣ ਲਈ ਬਹੁਤ ਵਧੀਆ ਜਗ੍ਹਾ ਹੈ।,"ਇਹ ਵਧੀਆ ਜਗ੍ਹਾ ਨਹੀਂ ਹੈ, ਵੇਖਣ ਜਾਂ ਅਜਮਾਉਣ ਲਈ ਕੁਝ ਵੀ ਨਹੀਂ।"
450,"ਉਹ ਬਹੁਤ ਦੋਸਤਾਨਾ, ਬਹੁਤ ਮਦਦਗਾਰ ਹਨ, ਅਤੇ ਬਹੁਤ ਹੀ ਤੇਜ ਹਨ!","ਉਹ ਦੋਸਤਾਨਾ ਨਹੀਂ ਹਨ, ਮਦਦਗਾਰ ਨਹੀਂ ਹਨ, ਅਤੇ ਬਹੁਤ ਹੀ ਹੌਲੀ ਹਨ!"
451,ਮੈਂ ਆਪਣੀ ਕਾਰ ਦੀ ਡੀਟੇਲਿੰਗ ਇੱਥੇ ਕਰਵਾਈ ਅਤੇ ਇਹ ਸ਼ਾਨਦਾਰ ਲੱਗ ਰਹੀ ਸੀ!,ਮੈਂ ਆਪਣੀ ਕਾਰ ਦੀ ਡੀਟੇਲਿੰਗ ਇੱਥੇ ਕਰਵਾਈ ਅਤੇ ਇਹ ਬੁਰੀ ਲੱਗ ਰਹੀ ਸੀ
452,ਡਾ. ਹਾਲ ਬਹੁਤ ਦਿਆਲੂ ਅਤੇ ਕੋਮਲ ਹੈ।,ਡਾ ਹਾਲ ਨਾ ਤਾਂ ਦਿਆਲੂ ਸੀ ਅਤੇ ਨਾ ਹੀ ਕੋਮਲ ਸੀ।
453,"ਮੈਨੂੰ ਇਸ ਨੂੰ ਡੁੱਬੇ ਵਿੱਚ ਵੀ ਪੁਆਉਣਾ ਪਿਆ, ਇੰਨਾ ਸਾਰਾ ਖਾਣਾ।","ਮੈਨੂੰ ਅੱਧਾ-ਭੁੱਖਾ ਰਹਿਣਾ ਪਿਆ, ਇਕ ਕੰਮ ਖਾਣਾ ਸੀ।"
454,ਖਾਣਾ ਸਭ ਵਧੀਆ ਲੱਗ ਰਿਹਾ ਸੀ।,ਖਾਣਾ ਠੀਕ ਲੱਗ ਰਿਹਾ ਸੀ
455,ਇੱਥੇ ਮੇਨੂਡੋਬਹੁਤ ਵਧੀਆ ਹੈ।,ਮੀਨੂਡੋ ਬਹੁਤ ਮਾੜਾ ਹੋ ਗਿਆ ਸੀ।
456,ਕ੍ਰਿਸਪੀ ਮੈਂਗੋ ਫਿਸ਼ ਬਹੁਤ ਸਵਾਦ ਸੀ।,ਕ੍ਰਿਸਪੀ ਮੈਂਗੋ ਫਿਸ਼ ਬਹੁਤ ਘਿਣਾਉਣੀ ਸੀ।
457,"ਖਾਣਾ, ਡ੍ਰਿੰਕਸ, ਅਤੇ ਡਿਜ਼ਰਟਸ ਸ਼ਾਨਦਾਰ ਹਨ।","ਖਾਣਾ, ਡ੍ਰਿੰਕਸ, ਅਤੇ ਡਿਜ਼ਰਟਸ ਬੇਕਾਰ ਹਨ।"
458,ਕਾਰਨੇ ਏਸਾਡਾ ਬਰੂਟੋ ਬਹੁਤ ਵਧੀਆ ਹੈ!,ਕਾਰਨੇ ਏਸਾਡਾ ਬਰਿਟੋ ਬੇਕਾਰ ਹੈ!
459,ਇਹ ਸਹੀ ਡੇਟ ਨਾਈਟ ਹੈ।,ਇਹ ਸਭ ਤੋਂ ਭੈੜੀ ਡੇਟ ਨਾਈਟ ਹੈ।
460,ਖੇਡਣ ਲਈ ਖੇਡਾਂ ਦੀ ਚੰਗੀ ਸਿਲੈਕਸ਼ਨ।,ਖੇਡਣ ਲਈ ਖੇਡਾਂ ਦੀ ਬੇਕਾਰ ਸਿਲੈਕਸ਼ਨ।
461,ਗ੍ਰਿਲਡ ਆਰਟੀਚੋਕਸ ਸ਼ਾਨਦਾਰ ਹਨ!,ਆਰਟੀਚੋਕਸ ਬੇਕਾਰ ਅਤੇਅੱਧਪਕੇ ਹੋਏ ਸਨ।
462,ਅਡੋਵਾਡਾ ਗਰਮ ਹੈ ਪਰ ਸ਼ਾਨਦਾਰ ਹੈ ਅਤੇ ਚੌਕਲੇਟ ਬ੍ਰੈਡ ਦਾ ਪੁਡਿੰਗ ਬਹੁਤ ਵਧੀਆ ਹੈ।,"ਅਡੋਵਦਾ ਦਾ ਸੁਆਦ ਕੌੜਾ ਸੀ, ਅਤੇ ਚੌਕਲੇਟ ਦੀ ਪੁਡਿੰਗ ਸੁਆਦ ਤੋਂ ਪੁਰਾਣੀ ਲੱਗ ਰਹੀ ਰਹੀ ਸੀ।"
463,ਆਪਣੇ ਦਿਨ ਦਾ ਮਜਾ ਲੈਣ ਅਤੇ ਆਰਾਮ ਕਰਨ ਦਾ ਅਨੰਦਮਈ ਅਤੇ ਸਸਤਾ ਢੰਗ।,ਤੁਹਾਡਾ ਦਿਨ ਬਰਬਾਦ ਕਰਨ ਦਾ ਬੋਰ ਕਰਨ ਵਾਲਾ ਅਤੇ ਮਹਿੰਗਾ ਤਰੀਕਾ।
464,ਮੈਨੂੰ ਇਹ ਪਸੰਦ ਆਇਆ ਅਤੇ ਨਿਸ਼ਚਤ ਤੌਰ ਤੇ ਵਾਪਸ ਆਵਾਂਗਾ!,ਬਹੁਤ ਮਾੜਾ ਤਜਰਬਾ ਮੈਂ ਵਾਪਸ ਨਹੀਂ ਆਵਾਂਗਾ।
465,ਬਾਰ ਵਿੱਚ ਵਧੀਆ ਸੇਵਾ ਜਿਸ ਕਰਕੇ ਅਸੀਂ ਇੱਥੇ ਸਾਰਾ ਸਮਾਂ ਰਹੇ,ਉਸ ਬਾਰ ਦੀ ਘਟੀਆ ਸੇਵਾ ਕਰਕੇ ਅਸੀਂ ਗੁਆਂਢ ਵਿੱਚ ਰਿਜ਼ਰਵੇਸ਼ਨ ਕਰਾਈ
466,ਬਹੁਤ ਹੀ ਦੋਸਤਾਨਾ ਸਟਾਫ ਅਤੇ ਮੈਨੇਜਰ।,ਬਹੁਤ ਹੀ ਕੋਰਾ ਸਟਾਫ ਅਤੇ ਮੈਨੇਜਰ।
467,ਮੇਰੇ ਕੱਟ ਅਤੇ ਰੰਗ ਪਿਆਰੇ ਹਨ ਅਤੇ ਸੇਜ ਸ਼ਾਨਦਾਰ ਹੈ!,ਮੇਰੇ ਕੱਟ ਅਤੇ ਰੰਗ ਨਫਰਤ ਯੋਗ ਹਨ ਅਤੇ ਸੇਜ ਬੇਕਾਰ ਹੈ!
468,ਉਮਰ ਅਤੇ ਨਸਲਾਂ ਦਾ ਵਿਸ਼ਾਲ ਸਪੈਕਟ੍ਰਮ।,ਉਮਰ ਅਤੇ ਨਸਲਾਂ ਦਾ ਤੰਗ ਸਪੈਕਟ੍ਰਮ।
469,ਉਨ੍ਹਾਂ ਦੇ ਰੈਸਟੋਰੈਂਟ ਬਹੁਤ ਮਜ਼ਾ ਆਇਆ ਅਤੇ ਭੋਜਨ ਸ਼ਾਨਦਾਰ ਸੀ!,ਮਾੜਾ ਅਨੁਭਵ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਰੈਸਟੋਰੈਂਟ ਵਿਚ ਖਾਣਾ ਬੇਕਾਰ ਸੀ!
470,ਬਿਨਾਂ ਕਿਸੇ ਕੀਮਤ ਦੇ - ਵਧੀਆ ਸੇਵਾ!,ਵਾਧੂ ਖਰਚੇ ਤੇ - ਬੇਕਾਰ ਸੇਵਾ!
471,ਉਨ੍ਹਾਂ ਦਾ ਸਟੀਕ ਅਤੇ ਸਾਲਸਾ ਬਰੀਟੋ ਬਹੁਤ ਵਧੀਆ ਅਤੇ ਬਹੁਤ ਵੱਡਾ ਸੀ।,ਉਨ੍ਹਾਂ ਦਾ ਸਟੀਕ ਅਤੇ ਸਾਲਸਾ ਬਰੀਟੋ ਬਹੁਤ ਹੀ ਬੇਕਾਰ ਅਤੇ ਅਸਲ ਵਿੱਚ ਵੀ ਬਹੁਤ ਛੋਟਾ ਸੀ
472,ਚਿਕਨ ਦੇ ਨਾਲ ਨੀਲੇ ਮੱਕੀ ਦੇ ਟਾਕੋਸ ਸ਼ਾਨਦਾਰ ਸਨ।,ਚਿਕਨ ਦੇ ਨਾਲ ਨੀਲੇ ਮੱਕੀ ਦੇ ਟਾਕੋਸ ਸਹੀ ਤਰ੍ਹਾਂ ਨਹੀਂ ਪਕਾਏ ਸਨ
473,ਖਾਣਾ ਬਹੁਤ ਸਾਰਾ ਅਤੇ ਸ਼ਾਨਦਾਰ ਸੁਆਦ ਵਾਲਾ ਸੀ।,ਇੱਕ ਹਿੱਸੇ ਵਿੱਚ ਬਹੁਤ ਸਾਰਾ ਨਹੀਂ ਅਤੇ ਸੁਆਦ ਵੀ ਨਹੀਂ ਸੀ
474,ਮੈਂ ਨਿਸ਼ਚਤ ਤੌਰ ਤੇ ਰੋਰਿੰਗ ਫੋਰਕ ਵਿੱਚ ਵਾਪਸ ਆਵਾਂਗਾ!,ਮੈਂ ਨਿਸ਼ਚਤ ਤੌਰ ਤੇ ਰੋਰਿੰਗ ਫੋਰਕ ਵਿੱਚ ਕਦੇ ਵਾਪਸ ਨਹੀਂ ਆਵਾਂਗਾ!
475,ਇਹ ਸਾਰਾ ਦਿਨ ਤੁਹਾਡੇ ਨਾਲ ਰਹੇਗਾ।,ਜਿਵੇਂਹੀ ਤੁਸੀਂ ਬਾਹਰ ਜਾਓਗੇ ਤਾਂ ਤੁਸੀਂ ਇਸ ਜਗ੍ਹਾ ਨੂੰ ਭੁੱਲ ਜਾਓਗੇ
476,ਹੱਮਸ ਬਹੁਤ ਹੀ ਕਰੀਮੀ ਅਤੇ ਸੁਆਦ ਹੈ।,ਹੱਮਸ ਬਹੁਤ ਹੀ ਸੁੱਕੀ ਅਤੇ ਫਿੱਕੀ ਹੈ
477,ਇੱਕ ਰੋਮਾਂਟਿਕ ਡਿਨਰ ਲਈ ਚੰਗੀ ਜਗ੍ਹਾ!,ਰੋਮਾਂਟਿਕ ਡਿਨਰ ਲਈ ਬੇਕਾਰ ਜਗ੍ਹਾ!
478,ਮਾਲਕ ਸਾਨੂੰ ਜਾਣਦਾ ਹੈ ਅਤੇ ਸਾਡੇ ਨਾਲ ਬਹੁਤ ਵਧੀਆ ਵਿਵਹਾਰ ਕਰਦਾ ਹੈ!,ਲਗਦਾ ਹੈ ਕਿ ਮਾਲਕ ਨੂੰ ਅਸੀਂ ਯਾਦ ਨਹੀਂ ਅਤੇ ਸਾਡੇ ਨਾਲ ਬਹੁਤ ਮਾੜਾ ਸਲੂਕ ਕਰਦਾ ਹੈ!
479,ਮੈਂ ਇਮਾਨਦਾਰੀ ਨਾਲ ਕਹਿ ਸਕਦਾ ਹਾਂ ਕਿ ਮੈਂ ਬਹੁਤ ਖੁਸ਼ ਹਾਂ ਕਿ ਅਸੀਂ AZ ਤੇ ਜਾ ਰਹੇ ਹਾਂ।,ਮੈਂ ਇਮਾਨਦਾਰੀ ਨਾਲ ਕਹਿ ਸਕਦਾ ਹਾਂ ਕਿ ਮੈਂ ਬਿਲਕੁਲ ਖੁਸ਼ ਨਹੀਂ ਹਾਂ ਕਿ ਅਸੀਂ AZ ਤੇ ਜਾ ਰਹੇ ਹਾਂ।
480,ਗ੍ਰੀਨ ਚਿਲੀ ਮੈਕ ਅਤੇ ਚੀਜ਼ ਸ਼ਾਨਦਾਰ ਸੀ!,ਹਰੇ ਚਿਲੀ ਮੈਕ ਅਤੇ ਪਨੀਰ ਬੇਕਾਰ ਸੀ!
481,ਮੈਂ ਆਟੋ ਬਾਡੀ ਦੀ ਜ਼ੋਰਦਾਰ ਸਿਫਾਰਸ਼ ਕਰਦਾ ਹਾਂ।,ਮੈਂ ਜ਼ੋਰਦਾਰ ਸਿਫਾਰਸ਼ ਕਰਦਾ ਹਾਂ ਕਿ ਤੁਸੀਂ ਆਟੋ ਬਾਡੀ ਨਾ ਚੁਣੋ
482,"ਵਧੀਆ ਗੁਣਵੱਤਾ, ਵਧੀਆ ਸੇਵਾ।","ਬੇਕਾਰ ਗੁਣਵੱਤਾ, ਬੇਕਾਰ ਸੇਵਾ।"
483,ਅਤੇ ਮੈਨੂੰ ਹਰ ਵਾਰ ਗੀਰੋ ਸੈਂਡਵਿਚ ਮਿਲਦੀ ਹੈ ਅਤੇ ਇਹ ਸਭ ਤੋਂ ਵਧੀਆ ਹੈ।,ਮੈਨੂੰ ਹਰ ਵਾਰ ਗੀਰੋ ਸੈਂਡਵਿਚ ਮਿਲਦੀ ਹੈ ਅਤੇ ਇਹ ਸਭ ਤੋਂ ਘਟੀਆ ਹੈ।
484,ਮੈਂ ਇਸ ਬੇਕਰੀ ਦੀ ਸਿਫਾਰਸ਼ ਕਰਦਾ ਹਾਂ!,ਮੈਂ ਜ਼ੋਰ ਨਾਲ ਇਸ ਬੇਕਰੀ ਦੀ ਸਿਫਾਰਸ਼ ਨਹੀਂ ਕਰਦਾ!
485,ਉਨ੍ਹਾਂ ਦੇ ਖਾਣੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਜਨੂੰਨ ਨਾਲ ਪਿਆਰ।,ਉਨ੍ਹਾਂ ਦੇ ਖਾਣੇ ਅਤੇ ਉਨ੍ਹਾਂ ਲਾਪਰਵਾਹੀ ਨਾਲ ਨਫ਼ਰਤ।
